final_PTS,TS%,FTr,USG%,PER,avg_PTS,FGA,MP,ORtg,eFG%_2,Pace,Opponent_FG%,Range_0-3_Made,Range_3-10_Made,Range_10-16_Made,Range_16-3P_Made,3P_Made
1,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.456,0.691,0.415,0.452,0.389,0.354
0,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.473,0.725,0.424,0.422,0.414,0.348
0,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.468,0.685,0.434,0.437,0.391,0.357
2,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.473,0.717,0.459,0.442,0.387,0.366
3,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.489,0.724,0.491,0.42,0.44,0.36
0,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.474,0.694,0.452,0.483,0.414,0.358
0,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.469,0.703,0.504,0.431,0.415,0.364
0,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.468,0.661,0.42,0.424,0.422,0.368
17,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.476,0.736,0.471,0.478,0.39,0.351
9,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.468,0.661,0.42,0.424,0.422,0.368
7,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.463,0.693,0.468,0.44,0.467,0.345
6,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.466,0.689,0.433,0.451,0.4,0.357
7,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.462,0.666,0.417,0.468,0.431,0.357
11,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.471,0.699,0.408,0.437,0.374,0.369
12,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.485,0.717,0.46,0.468,0.451,0.352
4,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.482,0.741,0.48,0.435,0.399,0.374
4,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.486,0.689,0.445,0.458,0.446,0.356
4,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.489,0.724,0.491,0.42,0.44,0.36
8,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.469,0.711,0.451,0.461,0.439,0.344
4,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.474,0.716,0.441,0.463,0.388,0.365
4,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.473,0.725,0.424,0.422,0.414,0.348
5,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.474,0.716,0.441,0.463,0.388,0.365
2,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.453,0.651,0.421,0.398,0.421,0.355
5,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.485,0.668,0.473,0.439,0.395,0.373
6,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.456,0.691,0.415,0.452,0.389,0.354
0,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.507,0.698,0.48,0.467,0.462,0.391
4,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.491,0.682,0.453,0.443,0.368,0.379
2,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.468,0.685,0.434,0.437,0.391,0.357
4,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.474,0.694,0.452,0.483,0.414,0.358
0,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.507,0.698,0.48,0.467,0.462,0.391
7,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.471,0.699,0.408,0.437,0.374,0.369
8,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.469,0.711,0.451,0.461,0.439,0.344
12,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.478,0.747,0.459,0.443,0.402,0.344
14,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.469,0.703,0.504,0.431,0.415,0.364
0,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.466,0.689,0.433,0.451,0.4,0.357
18,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.492,0.733,0.475,0.462,0.392,0.373
2,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.473,0.696,0.462,0.457,0.454,0.361
5,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.478,0.747,0.459,0.443,0.402,0.344
17,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.463,0.693,0.468,0.44,0.467,0.345
13,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.473,0.717,0.459,0.442,0.387,0.366
9,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.482,0.729,0.502,0.452,0.385,0.367
4,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.492,0.733,0.475,0.462,0.392,0.373
14,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.462,0.666,0.417,0.468,0.431,0.357
7,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.463,0.693,0.468,0.44,0.467,0.345
7,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.456,0.691,0.415,0.452,0.389,0.354
5,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.491,0.715,0.454,0.485,0.402,0.374
19,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.491,0.715,0.454,0.485,0.402,0.374
3,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.482,0.729,0.502,0.452,0.385,0.367
2,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.463,0.693,0.468,0.44,0.467,0.345
4,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.468,0.685,0.434,0.437,0.391,0.357
16,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.473,0.725,0.424,0.422,0.414,0.348
2,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.462,0.666,0.417,0.468,0.431,0.357
6,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.476,0.736,0.471,0.478,0.39,0.351
2,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.485,0.717,0.46,0.468,0.451,0.352
2,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.491,0.682,0.453,0.443,0.368,0.379
2,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.473,0.696,0.462,0.457,0.454,0.361
0,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.453,0.651,0.421,0.398,0.421,0.355
2,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.482,0.729,0.502,0.452,0.385,0.367
2,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.468,0.685,0.434,0.437,0.391,0.357
2,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.489,0.724,0.491,0.42,0.44,0.36
0,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.456,0.691,0.415,0.452,0.389,0.354
3,0.486,0.163,15.7,8.4,2.8,2.7,9.0,,,,0.486,0.689,0.445,0.458,0.446,0.356
